$ /bin/python /home/gerardo/Proyectos/palindromo/main.py

693 : Tiempo A:  0.03387808799743652 seg         Tiempo B: 0.0008351802825927734
694 : Tiempo A:  0.019626379013061523 seg        Tiempo B: 0.0007214546203613281
695 : Tiempo A:  1.5440900325775146 seg  Tiempo B: 0.011240243911743164
696 : Tiempo A:  0.1567246913909912 seg  Tiempo B: 0.0020983219146728516
697 : Tiempo A:  0.297931432723999 seg   Tiempo B: 0.0030951499938964844
698 : Tiempo A:  3.525458812713623 seg   Tiempo B: 0.02464151382446289
699 : Tiempo A:  4.055264472961426 seg   Tiempo B: 0.02326226234436035
700 : Tiempo A:  0.0007257461547851562 seg       Tiempo B: 7.462501525878906e-05
701 : Tiempo A:  0.6511375904083252 seg  Tiempo B: 0.0073316097259521484
702 : Tiempo A:  4.9888505935668945 seg  Tiempo B: 0.0309598445892334
703 : Tiempo A:  0.0038836002349853516 seg       Tiempo B: 0.0002231597900390625
704 : Tiempo A:  1.4984049797058105 seg  Tiempo B: 0.011767864227294922
705 : Tiempo A:  0.6434738636016846 seg  Tiempo B: 0.005555629730224609
706 : Tiempo A:  0.9015185832977295 seg  Tiempo B: 0.007988929748535156
707 : Tiempo A:  2.94867205619812 seg    Tiempo B: 0.018862009048461914
708 : Tiempo A:  2.703437566757202 seg   Tiempo B: 0.020534992218017578
709 : Tiempo A:  5.839032888412476 seg   Tiempo B: 0.03560495376586914
710 : Tiempo A:  4.4614622592926025 seg  Tiempo B: 0.029277324676513672
711 : Tiempo A:  2.8373115062713623 seg  Tiempo B: 0.01815962791442871
712 : Tiempo A:  0.13298845291137695 seg         Tiempo B: 0.002335071563720703
713 : Tiempo A:  1.242128849029541 seg   Tiempo B: 0.013083219528198242
714 : Tiempo A:  0.006781339645385742 seg        Tiempo B: 0.00028586387634277344
715 : Tiempo A:  1.0365626811981201 seg  Tiempo B: 0.007861614227294922
716 : Tiempo A:  5.836649656295776 seg   Tiempo B: 0.03605842590332031
717 : Tiempo A:  0.816927433013916 seg   Tiempo B: 0.00796961784362793
718 : Tiempo A:  0.16066622734069824 seg         Tiempo B: 0.0022995471954345703
719 : Tiempo A:  3.7865829467773438 seg  Tiempo B: 0.023566722869873047
720 : Tiempo A:  0.4884214401245117 seg  Tiempo B: 0.0054323673248291016
721 : Tiempo A:  0.011022567749023438 seg        Tiempo B: 0.0004367828369140625
722 : Tiempo A:  4.220560550689697 seg   Tiempo B: 0.028060197830200195
723 : Tiempo A:  3.814697265625e-06 seg  Tiempo B: 4.0531158447265625e-06
724 : Tiempo A:  0.28908753395080566 seg         Tiempo B: 0.003464937210083008
725 : Tiempo A:  0.0062296390533447266 seg       Tiempo B: 0.0002830028533935547
726 : Tiempo A:  3.3363494873046875 seg  Tiempo B: 0.02287149429321289
727 : Tiempo A:  1.9166452884674072 seg  Tiempo B: 0.01700305938720703
728 : Tiempo A:  0.37749767303466797 seg         Tiempo B: 0.00400543212890625
729 : Tiempo A:  0.9511220455169678 seg  Tiempo B: 0.009004831314086914
730 : Tiempo A:  0.5507714748382568 seg  Tiempo B: 0.005566120147705078
731 : Tiempo A:  0.015528202056884766 seg        Tiempo B: 0.00045990943908691406
732 : Tiempo A:  1.8889260292053223 seg  Tiempo B: 0.01424264907836914
733 : Tiempo A:  2.278730869293213 seg   Tiempo B: 0.01654362678527832
734 : Tiempo A:  0.15901803970336914 seg         Tiempo B: 0.002695322036743164
735 : Tiempo A:  0.26761794090270996 seg         Tiempo B: 0.003218412399291992
736 : Tiempo A:  0.2776675224304199 seg  Tiempo B: 0.003206491470336914
737 : Tiempo A:  1.7725410461425781 seg  Tiempo B: 0.012549877166748047
738 : Tiempo A:  0.00016951560974121094 seg      Tiempo B: 3.0040740966796875e-05
739 : Tiempo A:  3.075599670410156e-05 seg       Tiempo B: 1.049041748046875e-05
740 : Tiempo A:  1.1169624328613281 seg  Tiempo B: 0.010876655578613281
741 : Tiempo A:  3.6756515502929688 seg  Tiempo B: 0.022400856018066406
742 : Tiempo A:  2.7005937099456787 seg  Tiempo B: 0.018953800201416016
743 : Tiempo A:  0.062174320220947266 seg        Tiempo B: 0.0013501644134521484
744 : Tiempo A:  2.973003387451172 seg   Tiempo B: 0.0191497802734375
745 : Tiempo A:  0.037546396255493164 seg        Tiempo B: 0.0011272430419921875
746 : Tiempo A:  0.07878994941711426 seg         Tiempo B: 0.0014348030090332031
747 : Tiempo A:  0.006482601165771484 seg        Tiempo B: 0.0002968311309814453
748 : Tiempo A:  0.027095794677734375 seg        Tiempo B: 0.0007255077362060547
749 : Tiempo A:  0.148162841796875 seg   Tiempo B: 0.0021910667419433594
750 : Tiempo A:  5.5633625984191895 seg  Tiempo B: 0.033034563064575195
751 : Tiempo A:  0.0013697147369384766 seg       Tiempo B: 0.00011086463928222656
752 : Tiempo A:  0.43257927894592285 seg         Tiempo B: 0.004557609558105469
753 : Tiempo A:  5.173128604888916 seg   Tiempo B: 0.027872800827026367
754 : Tiempo A:  0.6973080635070801 seg  Tiempo B: 0.007727384567260742
755 : Tiempo A:  0.0002009868621826172 seg       Tiempo B: 3.147125244140625e-05
756 : Tiempo A:  0.5552856922149658 seg  Tiempo B: 0.0050601959228515625
757 : Tiempo A:  0.9893083572387695 seg  Tiempo B: 0.007926702499389648
758 : Tiempo A:  5.455829381942749 seg   Tiempo B: 0.030167102813720703
759 : Tiempo A:  0.06006050109863281 seg         Tiempo B: 0.0011792182922363281
760 : Tiempo A:  2.5303449630737305 seg  Tiempo B: 0.017758607864379883
761 : Tiempo A:  1.2639131546020508 seg  Tiempo B: 0.011301040649414062
762 : Tiempo A:  0.028411149978637695 seg        Tiempo B: 0.0009582042694091797
763 : Tiempo A:  1.192873239517212 seg   Tiempo B: 0.008851766586303711
764 : Tiempo A:  5.560535669326782 seg   Tiempo B: 0.0362248420715332
765 : Tiempo A:  1.2927184104919434 seg  Tiempo B: 0.009714603424072266
766 : Tiempo A:  5.42519474029541 seg    Tiempo B: 0.029836654663085938
767 : Tiempo A:  0.8585002422332764 seg  Tiempo B: 0.0069217681884765625
768 : Tiempo A:  1.2999331951141357 seg  Tiempo B: 0.011995553970336914
769 : Tiempo A:  0.3948521614074707 seg  Tiempo B: 0.005133152008056641
770 : Tiempo A:  1.6753230094909668 seg  Tiempo B: 0.011898279190063477
771 : Tiempo A:  0.0027387142181396484 seg       Tiempo B: 0.00017213821411132812
772 : Tiempo A:  0.003371715545654297 seg        Tiempo B: 0.0002009868621826172
773 : Tiempo A:  0.09548640251159668 seg         Tiempo B: 0.001926422119140625
774 : Tiempo A:  4.334995269775391 seg   Tiempo B: 0.024767637252807617
775 : Tiempo A:  1.6222851276397705 seg  Tiempo B: 0.011386632919311523
776 : Tiempo A:  0.045592308044433594 seg        Tiempo B: 0.0009520053863525391
777 : Tiempo A:  1.5933489799499512 seg  Tiempo B: 0.012859821319580078
778 : Tiempo A:  4.655466794967651 seg   Tiempo B: 0.030435800552368164
779 : Tiempo A:  0.951873779296875 seg   Tiempo B: 0.009099006652832031
780 : Tiempo A:  0.7175698280334473 seg  Tiempo B: 0.006289958953857422
781 : Tiempo A:  0.4667980670928955 seg  Tiempo B: 0.005870819091796875
782 : Tiempo A:  1.6671700477600098 seg  Tiempo B: 0.013541936874389648
783 : Tiempo A:  0.7658629417419434 seg  Tiempo B: 0.006901741027832031
784 : Tiempo A:  0.0050084590911865234 seg       Tiempo B: 0.000270843505859375
785 : Tiempo A:  0.6484348773956299 seg  Tiempo B: 0.006985187530517578
786 : Tiempo A:  0.00530552864074707 seg         Tiempo B: 0.00024199485778808594
787 : Tiempo A:  0.15732455253601074 seg         Tiempo B: 0.002797842025756836
788 : Tiempo A:  0.34566640853881836 seg         Tiempo B: 0.003865480422973633
789 : Tiempo A:  1.7537190914154053 seg  Tiempo B: 0.012654542922973633
790 : Tiempo A:  0.5909678936004639 seg  Tiempo B: 0.00643610954284668
791 : Tiempo A:  0.04462885856628418 seg         Tiempo B: 0.0009665489196777344
792 : Tiempo A:  0.8299050331115723 seg  Tiempo B: 0.00692439079284668
793 : Tiempo A:  0.00021004676818847656 seg      Tiempo B: 3.3855438232421875e-05
794 : Tiempo A:  0.37670207023620605 seg         Tiempo B: 0.004082202911376953
795 : Tiempo A:  0.25117993354797363 seg         Tiempo B: 0.003050565719604492
796 : Tiempo A:  0.12427067756652832 seg         Tiempo B: 0.002035379409790039
797 : Tiempo A:  5.337669372558594 seg   Tiempo B: 0.029407262802124023
798 : Tiempo A:  4.695762872695923 seg   Tiempo B: 0.031494855880737305
799 : Tiempo A:  0.2934141159057617 seg  Tiempo B: 0.003896951675415039
800 : Tiempo A:  0.3434176445007324 seg  Tiempo B: 0.003879547119140625
801 : Tiempo A:  0.7315514087677002 seg  Tiempo B: 0.006478071212768555
802 : Tiempo A:  1.3475396633148193 seg  Tiempo B: 0.012424230575561523
803 : Tiempo A:  2.7737672328948975 seg  Tiempo B: 0.018110990524291992
804 : Tiempo A:  2.8705081939697266 seg  Tiempo B: 0.019983768463134766
805 : Tiempo A:  0.0023467540740966797 seg       Tiempo B: 0.00017547607421875
806 : Tiempo A:  0.018340587615966797 seg        Tiempo B: 0.0005712509155273438
807 : Tiempo A:  1.4091746807098389 seg  Tiempo B: 0.012642145156860352
808 : Tiempo A:  0.043811798095703125 seg        Tiempo B: 0.0010876655578613281
809 : Tiempo A:  2.1727657318115234 seg  Tiempo B: 0.014769315719604492
810 : Tiempo A:  0.011774539947509766 seg        Tiempo B: 0.00045418739318847656
811 : Tiempo A:  4.091844081878662 seg   Tiempo B: 0.024660348892211914
812 : Tiempo A:  0.12166070938110352 seg         Tiempo B: 0.0020835399627685547
813 : Tiempo A:  0.34874677658081055 seg         Tiempo B: 0.0038635730743408203
814 : Tiempo A:  4.69830060005188 seg    Tiempo B: 0.030224084854125977
815 : Tiempo A:  2.789745569229126 seg   Tiempo B: 0.018650531768798828
816 : Tiempo A:  0.08089971542358398 seg         Tiempo B: 0.0022611618041992188
817 : Tiempo A:  2.955742835998535 seg   Tiempo B: 0.01993870735168457
818 : Tiempo A:  2.5528182983398438 seg  Tiempo B: 0.017901897430419922
819 : Tiempo A:  0.20493006706237793 seg         Tiempo B: 0.0031757354736328125
820 : Tiempo A:  2.171855926513672 seg   Tiempo B: 0.014695882797241211
821 : Tiempo A:  1.501349687576294 seg   Tiempo B: 0.012560367584228516
822 : Tiempo A:  4.5299530029296875e-06 seg      Tiempo B: 4.76837158203125e-06
823 : Tiempo A:  3.3875553607940674 seg  Tiempo B: 0.023227691650390625
824 : Tiempo A:  0.5831379890441895 seg  Tiempo B: 0.005330324172973633
825 : Tiempo A:  0.3978254795074463 seg  Tiempo B: 0.004227638244628906
826 : Tiempo A:  0.0009434223175048828 seg       Tiempo B: 8.320808410644531e-05
827 : Tiempo A:  2.435795307159424 seg   Tiempo B: 0.018060684204101562
828 : Tiempo A:  4.800474405288696 seg   Tiempo B: 0.02966618537902832
829 : Tiempo A:  0.04303622245788574 seg         Tiempo B: 0.0011019706726074219
830 : Tiempo A:  0.6324038505554199 seg  Tiempo B: 0.005731344223022461
831 : Tiempo A:  1.4142155647277832 seg  Tiempo B: 0.010276556015014648
832 : Tiempo A:  2.96557354927063 seg    Tiempo B: 0.019274234771728516
833 : Tiempo A:  0.44145870208740234 seg         Tiempo B: 0.005823373794555664
834 : Tiempo A:  0.5742313861846924 seg  Tiempo B: 0.005246162414550781
835 : Tiempo A:  0.08619308471679688 seg         Tiempo B: 0.0019876956939697266
836 : Tiempo A:  1.4642376899719238 seg  Tiempo B: 0.012342453002929688
837 : Tiempo A:  0.008920669555664062 seg        Tiempo B: 0.0004940032958984375
838 : Tiempo A:  0.0035009384155273438 seg       Tiempo B: 0.0002231597900390625
839 : Tiempo A:  0.41058349609375 seg    Tiempo B: 0.004994392395019531
840 : Tiempo A:  0.0009396076202392578 seg       Tiempo B: 8.58306884765625e-05
841 : Tiempo A:  4.105183124542236 seg   Tiempo B: 0.025187969207763672
842 : Tiempo A:  2.4764034748077393 seg  Tiempo B: 0.017902374267578125
843 : Tiempo A:  1.8923792839050293 seg  Tiempo B: 0.015298128128051758
844 : Tiempo A:  1.6751782894134521 seg  Tiempo B: 0.013845443725585938
845 : Tiempo A:  5.132372856140137 seg   Tiempo B: 0.03601217269897461
846 : Tiempo A:  1.976013422012329 seg   Tiempo B: 0.01482248306274414
847 : Tiempo A:  0.1813678741455078 seg  Tiempo B: 0.002740144729614258
848 : Tiempo A:  1.9263641834259033 seg  Tiempo B: 0.01595592498779297
849 : Tiempo A:  0.07807374000549316 seg         Tiempo B: 0.0013458728790283203
850 : Tiempo A:  0.001402139663696289 seg        Tiempo B: 0.00012540817260742188
851 : Tiempo A:  2.8468761444091797 seg  Tiempo B: 0.0205075740814209
852 : Tiempo A:  0.6018283367156982 seg  Tiempo B: 0.005720615386962891
853 : Tiempo A:  1.5115258693695068 seg  Tiempo B: 0.013113737106323242
854 : Tiempo A:  2.4243695735931396 seg  Tiempo B: 0.016945838928222656
855 : Tiempo A:  0.04079580307006836 seg         Tiempo B: 0.0009846687316894531
856 : Tiempo A:  0.9059896469116211 seg  Tiempo B: 0.009224891662597656
857 : Tiempo A:  0.5302152633666992 seg  Tiempo B: 0.005785226821899414
858 : Tiempo A:  0.5480947494506836 seg  Tiempo B: 0.005552530288696289
859 : Tiempo A:  0.013652801513671875 seg        Tiempo B: 0.0005083084106445312
860 : Tiempo A:  1.0457818508148193 seg  Tiempo B: 0.008393287658691406
861 : Tiempo A:  0.45363688468933105 seg         Tiempo B: 0.005533456802368164
862 : Tiempo A:  0.06370234489440918 seg         Tiempo B: 0.00159454345703125
863 : Tiempo A:  1.1176366806030273 seg  Tiempo B: 0.00978541374206543
864 : Tiempo A:  0.21557998657226562 seg         Tiempo B: 0.0026786327362060547
865 : Tiempo A:  0.14585232734680176 seg         Tiempo B: 0.002031087875366211
866 : Tiempo A:  0.08211469650268555 seg         Tiempo B: 0.0018427371978759766
867 : Tiempo A:  2.4959299564361572 seg  Tiempo B: 0.017647981643676758
868 : Tiempo A:  0.018225669860839844 seg        Tiempo B: 0.0007016658782958984
869 : Tiempo A:  0.11225318908691406 seg         Tiempo B: 0.0018301010131835938
870 : Tiempo A:  2.2555274963378906 seg  Tiempo B: 0.015834808349609375
871 : Tiempo A:  1.9749810695648193 seg  Tiempo B: 0.013944864273071289
872 : Tiempo A:  1.399716854095459 seg   Tiempo B: 0.010618448257446289
873 : Tiempo A:  2.4090490341186523 seg  Tiempo B: 0.017321348190307617
874 : Tiempo A:  0.4524569511413574 seg  Tiempo B: 0.0046117305755615234
875 : Tiempo A:  4.344958066940308 seg   Tiempo B: 0.03252530097961426
876 : Tiempo A:  0.2431011199951172 seg  Tiempo B: 0.0036368370056152344
877 : Tiempo A:  0.8991544246673584 seg  Tiempo B: 0.008942604064941406
878 : Tiempo A:  0.07974696159362793 seg         Tiempo B: 0.0013937950134277344
879 : Tiempo A:  0.006674766540527344 seg        Tiempo B: 0.00030922889709472656
880 : Tiempo A:  3.141096830368042 seg   Tiempo B: 0.020522117614746094
881 : Tiempo A:  0.029999732971191406 seg        Tiempo B: 0.00090789794921875
882 : Tiempo A:  0.29815125465393066 seg         Tiempo B: 0.0035505294799804688
883 : Tiempo A:  1.7308323383331299 seg  Tiempo B: 0.013581275939941406
884 : Tiempo A:  4.800968647003174 seg   Tiempo B: 0.028357744216918945
885 : Tiempo A:  0.3861665725708008 seg  Tiempo B: 0.00402069091796875
886 : Tiempo A:  4.63192081451416 seg    Tiempo B: 0.030463457107543945
887 : Tiempo A:  5.488702297210693 seg   Tiempo B: 0.028769969940185547
888 : Tiempo A:  0.01053309440612793 seg         Tiempo B: 0.0005228519439697266
889 : Tiempo A:  0.29904961585998535 seg         Tiempo B: 0.0040645599365234375
890 : Tiempo A:  0.9100902080535889 seg  Tiempo B: 0.007767200469970703
891 : Tiempo A:  2.4233837127685547 seg  Tiempo B: 0.016150712966918945
892 : Tiempo A:  4.2515504360198975 seg  Tiempo B: 0.028167724609375
893 : Tiempo A:  0.009807586669921875 seg        Tiempo B: 0.0003726482391357422
894 : Tiempo A:  0.24146461486816406 seg         Tiempo B: 0.0032248497009277344
895 : Tiempo A:  0.10413217544555664 seg         Tiempo B: 0.0017418861389160156
896 : Tiempo A:  0.765357494354248 seg   Tiempo B: 0.007266044616699219
897 : Tiempo A:  1.882035493850708 seg   Tiempo B: 0.01306915283203125
898 : Tiempo A:  0.05823254585266113 seg         Tiempo B: 0.0012242794036865234
899 : Tiempo A:  2.0835015773773193 seg  Tiempo B: 0.016312360763549805
900 : Tiempo A:  0.11784696578979492 seg         Tiempo B: 0.0018651485443115234
901 : Tiempo A:  2.2820096015930176 seg  Tiempo B: 0.016041040420532227
902 : Tiempo A:  2.878141403198242 seg   Tiempo B: 0.018704891204833984
903 : Tiempo A:  0.06755900382995605 seg         Tiempo B: 0.001287221908569336
904 : Tiempo A:  0.3189725875854492 seg  Tiempo B: 0.003710031509399414
905 : Tiempo A:  1.6020522117614746 seg  Tiempo B: 0.012070655822753906
906 : Tiempo A:  1.8742594718933105 seg  Tiempo B: 0.01586008071899414
907 : Tiempo A:  0.12246251106262207 seg         Tiempo B: 0.0018088817596435547
908 : Tiempo A:  3.189469337463379 seg   Tiempo B: 0.023795366287231445
909 : Tiempo A:  0.2213115692138672 seg  Tiempo B: 0.0030412673950195312
910 : Tiempo A:  0.6005110740661621 seg  Tiempo B: 0.006112337112426758
911 : Tiempo A:  2.500462293624878 seg   Tiempo B: 0.016222000122070312
912 : Tiempo A:  0.08378291130065918 seg         Tiempo B: 0.0015864372253417969
913 : Tiempo A:  0.10714459419250488 seg         Tiempo B: 0.0018703937530517578
914 : Tiempo A:  0.18349480628967285 seg         Tiempo B: 0.0023834705352783203
915 : Tiempo A:  1.1895980834960938 seg  Tiempo B: 0.009813547134399414
916 : Tiempo A:  0.23056960105895996 seg         Tiempo B: 0.0029599666595458984
917 : Tiempo A:  0.32041215896606445 seg         Tiempo B: 0.003871917724609375
918 : Tiempo A:  0.6701481342315674 seg  Tiempo B: 0.008826494216918945
919 : Tiempo A:  5.308248043060303 seg   Tiempo B: 0.02834916114807129
920 : Tiempo A:  0.1072382926940918 seg  Tiempo B: 0.001661062240600586
921 : Tiempo A:  3.457491397857666 seg   Tiempo B: 0.023036479949951172
922 : Tiempo A:  0.05836009979248047 seg         Tiempo B: 0.0011191368103027344
923 : Tiempo A:  0.7294216156005859 seg  Tiempo B: 0.006847858428955078
924 : Tiempo A:  0.2684671878814697 seg  Tiempo B: 0.0035936832427978516
925 : Tiempo A:  0.5067431926727295 seg  Tiempo B: 0.00494074821472168
926 : Tiempo A:  0.09621500968933105 seg         Tiempo B: 0.002093791961669922
927 : Tiempo A:  5.378704309463501 seg   Tiempo B: 0.03122401237487793
928 : Tiempo A:  3.912191867828369 seg   Tiempo B: 0.025975465774536133
929 : Tiempo A:  0.21872591972351074 seg         Tiempo B: 0.0027048587799072266
930 : Tiempo A:  0.0032045841217041016 seg       Tiempo B: 0.0001842975616455078
931 : Tiempo A:  0.35129570960998535 seg         Tiempo B: 0.004506349563598633
932 : Tiempo A:  4.710882663726807 seg   Tiempo B: 0.028234243392944336
933 : Tiempo A:  0.0046558380126953125 seg       Tiempo B: 0.00023055076599121094
934 : Tiempo A:  0.04620480537414551 seg         Tiempo B: 0.0011887550354003906
935 : Tiempo A:  0.6271545886993408 seg  Tiempo B: 0.005745410919189453
936 : Tiempo A:  0.1565089225769043 seg  Tiempo B: 0.0022745132446289062
937 : Tiempo A:  0.8969595432281494 seg  Tiempo B: 0.007967948913574219
938 : Tiempo A:  3.090508460998535 seg   Tiempo B: 0.019592761993408203
939 : Tiempo A:  0.0133056640625 seg     Tiempo B: 0.00047016143798828125
940 : Tiempo A:  0.26751017570495605 seg         Tiempo B: 0.003348112106323242
941 : Tiempo A:  2.2162227630615234 seg  Tiempo B: 0.014534711837768555
942 : Tiempo A:  0.16888809204101562 seg         Tiempo B: 0.002923250198364258
943 : Tiempo A:  0.8500511646270752 seg  Tiempo B: 0.008826255798339844
944 : Tiempo A:  0.03376460075378418 seg         Tiempo B: 0.0008864402770996094
945 : Tiempo A:  0.0021708011627197266 seg       Tiempo B: 0.0001418590545654297
946 : Tiempo A:  0.2773919105529785 seg  Tiempo B: 0.0037848949432373047
947 : Tiempo A:  0.06775522232055664 seg         Tiempo B: 0.0012829303741455078
948 : Tiempo A:  0.38529157638549805 seg         Tiempo B: 0.004142045974731445
949 : Tiempo A:  0.4226353168487549 seg  Tiempo B: 0.00483250617980957
950 : Tiempo A:  0.03097248077392578 seg         Tiempo B: 0.0008168220520019531
951 : Tiempo A:  1.4771826267242432 seg  Tiempo B: 0.010948896408081055
952 : Tiempo A:  4.537933826446533 seg   Tiempo B: 0.02569723129272461
953 : Tiempo A:  0.08919668197631836 seg         Tiempo B: 0.0015976428985595703
954 : Tiempo A:  0.006428956985473633 seg        Tiempo B: 0.0003178119659423828
955 : Tiempo A:  1.4907379150390625 seg  Tiempo B: 0.013286590576171875
956 : Tiempo A:  1.30191969871521 seg    Tiempo B: 0.010326862335205078
957 : Tiempo A:  0.37578821182250977 seg         Tiempo B: 0.005285024642944336
958 : Tiempo A:  0.031781911849975586 seg        Tiempo B: 0.0007350444793701172
959 : Tiempo A:  0.3313610553741455 seg  Tiempo B: 0.0037069320678710938
960 : Tiempo A:  0.6254847049713135 seg  Tiempo B: 0.0064640045166015625
961 : Tiempo A:  0.7342374324798584 seg  Tiempo B: 0.006529092788696289
962 : Tiempo A:  0.9197065830230713 seg  Tiempo B: 0.008966922760009766
963 : Tiempo A:  0.6668393611907959 seg  Tiempo B: 0.005952119827270508
964 : Tiempo A:  0.8571689128875732 seg  Tiempo B: 0.007141590118408203
965 : Tiempo A:  0.6815171241760254 seg  Tiempo B: 0.007006406784057617
966 : Tiempo A:  2.8130452632904053 seg  Tiempo B: 0.01854252815246582
967 : Tiempo A:  3.3564794063568115 seg  Tiempo B: 0.02165961265563965
968 : Tiempo A:  9.5367431640625e-06 seg         Tiempo B: 4.76837158203125e-06
969 : Tiempo A:  0.5475630760192871 seg  Tiempo B: 0.0051670074462890625
970 : Tiempo A:  0.008754491806030273 seg        Tiempo B: 0.00034308433532714844
971 : Tiempo A:  4.826032638549805 seg   Tiempo B: 0.026584148406982422
972 : Tiempo A:  1.3599708080291748 seg  Tiempo B: 0.011618375778198242
973 : Tiempo A:  1.2225780487060547 seg  Tiempo B: 0.010337114334106445
974 : Tiempo A:  4.941496849060059 seg   Tiempo B: 0.0268707275390625
975 : Tiempo A:  1.356513500213623 seg   Tiempo B: 0.010591268539428711
976 : Tiempo A:  0.008589029312133789 seg        Tiempo B: 0.00034499168395996094
977 : Tiempo A:  0.322767972946167 seg   Tiempo B: 0.0037870407104492188
978 : Tiempo A:  0.6369166374206543 seg  Tiempo B: 0.0062029361724853516
979 : Tiempo A:  2.752943277359009 seg   Tiempo B: 0.017825841903686523
980 : Tiempo A:  0.02295660972595215 seg         Tiempo B: 0.0007076263427734375
981 : Tiempo A:  0.5001802444458008 seg  Tiempo B: 0.005057334899902344
982 : Tiempo A:  0.38060784339904785 seg         Tiempo B: 0.0041255950927734375
983 : Tiempo A:  0.011185646057128906 seg        Tiempo B: 0.00041484832763671875
984 : Tiempo A:  0.02116870880126953 seg         Tiempo B: 0.0006418228149414062
985 : Tiempo A:  0.0005984306335449219 seg       Tiempo B: 6.437301635742188e-05
986 : Tiempo A:  0.28633880615234375 seg         Tiempo B: 0.003553628921508789
987 : Tiempo A:  0.4170968532562256 seg  Tiempo B: 0.004520893096923828
988 : Tiempo A:  0.30555152893066406 seg         Tiempo B: 0.0034945011138916016
989 : Tiempo A:  1.937424898147583 seg   Tiempo B: 0.01367950439453125
990 : Tiempo A:  1.4895236492156982 seg  Tiempo B: 0.01136636734008789
991 : Tiempo A:  4.229537725448608 seg   Tiempo B: 0.02635502815246582
992 : Tiempo A:  0.46518540382385254 seg         Tiempo B: 0.004943132400512695
993 : Tiempo A:  5.030632019042969e-05 seg       Tiempo B: 1.4781951904296875e-05
994 : Tiempo A:  3.1726415157318115 seg  Tiempo B: 0.02175164222717285
995 : Tiempo A:  0.025585174560546875 seg        Tiempo B: 0.000705718994140625
996 : Tiempo A:  1.2758116722106934 seg  Tiempo B: 0.010127067565917969
997 : Tiempo A:  0.0003979206085205078 seg       Tiempo B: 4.7206878662109375e-05
998 : Tiempo A:  1.4912116527557373 seg  Tiempo B: 0.012072086334228516
999 : Tiempo A:  2.0959622859954834 seg  Tiempo B: 0.014597177505493164
1000 : Tiempo A:  1.2563939094543457 seg         Tiempo B: 0.01026010513305664
Archivo tiempos.csv Creado con Exito.
